Subtotal Area	JULIÁN CASTRO	MICHAEL A. ELLINGER	ELIZABETH WARREN	MARIANNE WILLIAMSON	ANDREW YANG	ROQUE "ROCKY" DE LA FUENTE III	JOHN K. DELANEY	AMY KLOBUCHAR	BERNIE SANDERS	JOE SESTAK	TOM STEYER	DEVAL PATRICK	MICHAEL BENNET	MICHAEL R. BLOOMBERG	MOSIE BOYD	CORY BOOKER	PETE BUTTIGIEG	JOSEPH R. BIDEN	TULSI GABBARD	MARK STEWART GREENSTEIN	NAKIA L. ANTHONY	DAPHNE DENISE BRADFORD	WILLIE FELIX CARTER	MICHAEL DENAME	JEFFREY H. DROBMAN	ROBERT JORDAN	HEATHER MARIE STAGG	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 7011	0	0	78	0	0	0	0	4	94	0	3	0	0	37	0	0	16	69	0	0	0	0	0	0	0	0	0	973	302	0	1	0	301	0
Precinct 7012 - Vote By Mail	0	0	127	0	5	0	0	11	134	0	4	0	0	41	0	0	30	85	0	0	0	0	0	0	0	0	0	999	438	0	0	1	437	0
Precinct 7012 - Election Day	0	0	58	0	1	0	0	1	58	0	0	0	0	14	0	0	0	58	3	0	0	0	0	0	0	0	0	227	194	0	0	1	193	0
Precinct 7012	0	0	185	0	6	0	0	12	192	0	4	0	0	55	0	0	30	143	3	0	0	0	0	0	0	0	0	1,226	632	0	0	2	630	0
Precinct 7013 - Vote By Mail	0	0	135	0	4	0	0	4	117	0	4	0	0	30	0	0	23	63	0	0	0	0	0	0	0	0	0	984	382	0	0	2	380	0
Precinct 7013 - Election Day	0	0	47	0	0	0	0	1	55	0	0	0	0	6	0	0	0	41	0	0	0	0	0	0	0	0	0	155	150	0	0	0	150	0
Precinct 7013	0	0	182	0	4	0	0	5	172	0	4	0	0	36	0	0	23	104	0	0	0	0	0	0	0	0	0	1,139	532	0	0	2	530	0
Precinct 7014 - Vote By Mail	0	0	109	0	2	0	0	4	73	0	1	0	0	24	0	0	18	41	0	0	0	0	0	0	0	0	0	610	272	0	0	0	272	0
Precinct 7014 - Election Day	0	0	30	0	0	0	0	0	37	0	0	0	0	7	0	0	0	39	0	0	0	0	0	0	0	0	0	109	113	0	0	0	113	0
Precinct 7014	0	0	139	0	2	0	0	4	110	0	1	0	0	31	0	0	18	80	0	0	0	0	0	0	0	0	0	719	385	0	0	0	385	0
Precinct 7015 MB - Vote By Mail	0	0	6	0	0	0	0	0	22	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	128	35	0	1	0	34	0
Precinct 7015 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-18	0	0	0	0	0	0
Precinct 7015 MB	0	0	6	0	0	0	0	0	22	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	110	35	0	1	0	34	0
Precinct 7016 - Vote By Mail	0	0	13	0	4	0	1	0	62	0	3	0	0	22	0	3	5	41	0	0	0	0	0	0	0	0	0	655	159	0	0	5	154	0
Precinct 7016 - Election Day	0	0	5	0	0	0	0	0	44	0	2	0	0	4	0	0	1	16	0	0	0	0	0	0	0	0	0	277	73	0	0	1	72	0
Precinct 7016	0	0	18	0	4	0	1	0	106	0	5	0	0	26	0	3	6	57	0	0	0	0	0	0	0	0	0	932	232	0	0	6	226	0
Precinct 7017 - Vote By Mail	0	0	15	0	3	0	1	0	66	1	3	0	0	19	0	0	7	38	0	0	0	0	0	0	0	0	0	543	154	0	0	1	153	0
Precinct 7017 - Election Day	0	0	4	0	0	0	0	0	18	0	0	0	0	3	0	0	0	28	0	0	0	0	0	0	0	0	0	238	53	0	0	0	53	0
Precinct 7017	0	0	19	0	3	0	1	0	84	1	3	0	0	22	0	0	7	66	0	0	0	0	0	0	0	0	0	781	207	0	0	1	206	0
Precinct 7018 - Vote By Mail	0	0	23	0	22	0	0	0	95	0	5	0	0	42	0	1	5	62	0	0	0	0	0	0	0	0	0	847	257	0	1	1	255	0
Precinct 7018 - Election Day	0	0	4	0	0	0	0	0	29	0	0	0	0	3	0	0	0	19	0	1	0	0	0	0	0	0	0	200	56	0	0	0	56	0
Precinct 7018	0	0	27	0	22	0	0	0	124	0	5	0	0	45	0	1	5	81	0	1	0	0	0	0	0	0	0	1,047	313	0	1	1	311	0
Precinct 7019 - Vote By Mail	0	1	34	0	3	0	0	1	95	1	2	0	1	32	0	0	10	76	1	0	0	0	0	0	0	0	0	734	262	0	3	2	257	0
Precinct 7019 - Election Day	0	0	11	0	1	0	0	0	23	0	0	0	0	3	0	0	0	34	0	0	0	0	0	0	0	0	0	166	72	0	0	0	72	0
Precinct 7019	0	1	45	0	4	0	0	1	118	1	2	0	1	35	0	0	10	110	1	0	0	0	0	0	0	0	0	900	334	0	3	2	329	0
Precinct 7021 - Vote By Mail	1	0	34	0	3	0	0	1	87	0	5	0	0	17	0	0	12	56	0	0	0	0	0	0	0	0	0	679	218	0	1	1	216	0
Precinct 7021 - Election Day	0	0	19	0	0	0	0	0	50	1	1	0	0	2	0	0	0	25	2	0	0	0	0	0	0	0	0	288	102	0	2	0	100	0
Precinct 7021	1	0	53	0	3	0	0	1	137	1	6	0	0	19	0	0	12	81	2	0	0	0	0	0	0	0	0	967	320	0	3	1	316	0
Precinct 7022 - Vote By Mail	0	0	23	0	3	0	0	1	110	0	4	0	0	31	0	0	13	72	0	1	0	0	0	0	0	0	0	770	260	0	0	2	258	0
Precinct 7022 - Election Day	0	0	15	0	0	0	0	0	25	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	193	53	0	0	0	53	0
Precinct 7022	0	0	38	0	3	0	0	1	135	0	4	0	0	32	0	0	13	84	0	1	0	0	0	0	0	0	0	963	313	0	0	2	311	0
Precinct 7023 - Vote By Mail	3	0	23	0	6	0	0	4	78	0	12	0	3	34	0	0	11	96	0	0	0	0	0	0	0	0	0	687	278	0	0	8	270	0
Precinct 7023 - Election Day	0	0	4	0	0	0	0	0	33	0	0	0	0	6	0	0	0	23	0	0	0	0	0	0	0	0	0	233	66	0	0	0	66	0
Precinct 7023	3	0	27	0	6	0	0	4	111	0	12	0	3	40	0	0	11	119	0	0	0	0	0	0	0	0	0	920	344	0	0	8	336	0
Precinct 7024 - Vote By Mail	0	0	2	0	0	0	0	0	22	1	3	0	0	8	0	0	1	4	1	0	0	0	0	0	0	0	0	251	44	0	1	1	42	0
Precinct 7024 - Election Day	0	0	0	0	1	0	0	0	3	0	1	0	1	4	0	0	0	8	0	0	0	0	0	0	0	0	0	190	19	0	0	1	18	0
Precinct 7024	0	0	2	0	1	0	0	0	25	1	4	0	1	12	0	0	1	12	1	0	0	0	0	0	0	0	0	441	63	0	1	2	60	0
Precinct 7025 - Vote By Mail	0	0	15	0	1	0	0	1	33	0	2	0	0	9	0	0	1	21	0	0	0	0	0	0	0	0	0	316	83	0	0	0	83	0
Precinct 7025 - Election Day	0	0	5	0	0	0	0	0	18	0	0	0	1	7	0	0	1	8	0	0	0	0	0	0	0	0	0	167	40	0	0	0	40	0
Precinct 7025	0	0	20	0	1	0	0	1	51	0	2	0	1	16	0	0	2	29	0	0	0	0	0	0	0	0	0	483	123	0	0	0	123	0
Precinct 7026 - Vote By Mail	0	0	27	0	9	0	0	1	74	0	3	0	1	28	0	0	5	61	1	0	0	0	0	0	0	0	0	819	215	0	1	4	210	0
Precinct 7026 - Election Day	0	0	5	0	1	0	0	0	31	0	2	0	0	6	0	0	0	21	3	0	0	0	0	0	0	0	0	191	69	0	0	0	69	0
Precinct 7026	0	0	32	0	10	0	0	1	105	0	5	0	1	34	0	0	5	82	4	0	0	0	0	0	0	0	0	1,010	284	0	1	4	279	0
Precinct 7027 - Vote By Mail	0	1	21	1	10	0	0	3	82	0	0	0	0	22	0	2	6	53	0	0	0	0	0	0	0	0	0	677	205	0	1	3	201	0
Precinct 7027 - Election Day	0	0	15	0	0	1	0	0	32	0	0	0	0	8	0	0	0	37	0	0	0	0	0	0	0	0	0	219	94	0	0	1	93	0
Precinct 7027	0	1	36	1	10	1	0	3	114	0	0	0	0	30	0	2	6	90	0	0	0	0	0	0	0	0	0	896	299	0	1	4	294	0
Precinct 7028 - Vote By Mail	0	0	27	0	0	0	0	0	75	0	6	0	0	22	0	1	8	40	0	0	0	0	0	0	0	0	0	585	182	0	0	3	179	0
Precinct 7028 - Election Day	0	0	13	0	0	0	0	1	41	0	0	0	0	6	0	1	0	36	0	0	0	0	0	0	0	0	0	271	98	0	0	0	98	0
Precinct 7028	0	0	40	0	0	0	0	1	116	0	6	0	0	28	0	2	8	76	0	0	0	0	0	0	0	0	0	856	280	0	0	3	277	0
Precinct 7029 - Vote By Mail	0	0	17	1	1	0	0	1	60	0	4	0	0	25	0	1	0	56	0	0	0	0	0	0	0	0	0	642	170	0	3	1	166	0
Precinct 7029 - Election Day	0	0	3	0	0	0	0	0	12	0	0	0	0	4	0	0	0	20	0	0	0	0	0	0	0	0	0	267	40	0	0	1	39	0
Precinct 7029	0	0	20	1	1	0	0	1	72	0	4	0	0	29	0	1	0	76	0	0	0	0	0	0	0	0	0	909	210	0	3	2	205	0
Precinct 7030 - Vote By Mail	1	0	25	0	15	0	0	2	59	0	6	0	0	26	1	0	6	27	0	0	0	0	0	0	0	0	0	654	172	0	1	3	168	0
Precinct 7030 - Election Day	0	0	7	0	2	0	0	0	16	0	2	0	0	4	0	0	1	16	0	0	0	0	0	0	0	0	0	141	48	0	0	0	48	0
Precinct 7030	1	0	32	0	17	0	0	2	75	0	8	0	0	30	1	0	7	43	0	0	0	0	0	0	0	0	0	795	220	0	1	3	216	0
Precinct 7031 - Vote By Mail	0	2	28	0	4	1	0	1	59	1	4	0	0	23	1	0	10	35	2	0	0	0	0	0	0	0	0	622	173	0	0	2	171	0
Precinct 7031 - Election Day	0	0	10	0	1	0	0	0	19	0	0	0	0	5	0	0	0	14	0	0	0	0	0	0	0	0	0	72	49	0	0	0	49	0
Precinct 7031	0	2	38	0	5	1	0	1	78	1	4	0	0	28	1	0	10	49	2	0	0	0	0	0	0	0	0	694	222	0	0	2	220	0
Precinct 7032 - Vote By Mail	0	0	20	0	7	0	0	0	81	0	4	0	0	25	0	2	8	44	0	0	0	0	0	0	0	0	0	643	199	0	0	8	191	0
Precinct 7032 - Election Day	0	0	3	0	0	0	0	0	17	0	0	0	0	1	0	1	0	24	1	0	0	0	0	0	0	0	0	238	50	0	0	3	47	0
Precinct 7032	0	0	23	0	7	0	0	0	98	0	4	0	0	26	0	3	8	68	1	0	0	0	0	0	0	0	0	881	249	0	0	11	238	0
Precinct 7033 - Vote By Mail	0	0	18	0	5	0	0	0	86	0	3	0	0	19	0	0	3	54	0	1	0	0	0	0	0	0	0	549	190	0	1	0	189	0
Precinct 7033 - Election Day	1	0	7	0	0	0	0	0	31	0	0	0	0	6	0	0	0	33	0	0	0	0	0	0	0	0	0	229	79	0	1	0	78	0
Precinct 7033	1	0	25	0	5	0	0	0	117	0	3	0	0	25	0	0	3	87	0	1	0	0	0	0	0	0	0	778	269	0	2	0	267	0
Precinct 7034 - Vote By Mail	0	0	7	1	0	0	0	0	51	0	2	1	0	19	0	0	1	38	0	0	0	0	0	0	0	0	0	620	122	0	1	1	120	0
Precinct 7034 - Election Day	0	0	4	0	2	0	0	0	15	1	1	0	0	1	0	0	0	33	0	0	0	0	0	0	0	0	0	318	57	0	0	0	57	0
Precinct 7034	0	0	11	1	2	0	0	0	66	1	3	1	0	20	0	0	1	71	0	0	0	0	0	0	0	0	0	938	179	0	1	1	177	0
Precinct 7035 - Vote By Mail	0	0	33	0	0	0	0	0	69	0	3	0	0	25	0	0	17	49	0	0	0	0	0	0	0	0	0	567	198	0	0	2	196	0
Precinct 7035 - Election Day	0	1	13	0	1	0	0	0	12	0	0	0	0	4	0	0	0	22	0	0	0	0	0	0	0	0	0	152	53	0	0	0	53	0
Precinct 7035	0	1	46	0	1	0	0	0	81	0	3	0	0	29	0	0	17	71	0	0	0	0	0	0	0	0	0	719	251	0	0	2	249	0
Precinct 7036 - Vote By Mail	0	0	12	1	6	0	0	0	76	0	2	0	0	20	0	1	13	31	2	0	0	0	0	0	0	0	0	781	169	0	0	5	164	0
Precinct 7036 - Election Day	0	0	3	0	0	0	0	0	19	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0	193	36	0	0	0	36	0
Precinct 7036	0	0	15	1	6	0	0	0	95	0	2	0	0	25	0	1	13	40	2	0	0	0	0	0	0	0	0	974	205	0	0	5	200	0
Precinct 7037 - Vote By Mail	0	0	1	0	3	0	0	0	21	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	434	46	0	1	0	45	0
Precinct 7037 - Election Day	0	0	1	0	0	0	0	0	16	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	312	34	0	0	0	34	0
Precinct 7037	0	0	2	0	3	0	0	0	37	0	0	0	0	11	1	0	0	25	0	0	0	0	0	0	0	0	0	746	80	0	1	0	79	0
Precinct 7038 - Vote By Mail	1	0	12	0	10	1	0	1	76	0	0	0	0	22	0	0	6	45	0	1	0	0	0	0	0	0	0	758	182	0	0	7	175	0
Precinct 7038 - Election Day	0	0	2	0	0	0	0	0	23	0	1	0	0	5	0	0	0	23	0	0	0	0	0	0	0	0	0	203	55	0	0	1	54	0
Precinct 7038	1	0	14	0	10	1	0	1	99	0	1	0	0	27	0	0	6	68	0	1	0	0	0	0	0	0	0	961	237	0	0	8	229	0
Precinct 7039 - Vote By Mail	0	0	22	0	6	0	0	4	70	0	4	0	1	22	0	0	5	43	0	0	0	0	0	0	0	0	0	636	178	0	1	0	177	0
Precinct 7039 - Election Day	1	0	12	0	1	0	0	0	37	0	0	0	0	10	0	0	0	31	1	0	0	0	0	0	0	0	0	201	93	0	0	0	93	0
Precinct 7039	1	0	34	0	7	0	0	4	107	0	4	0	1	32	0	0	5	74	1	0	0	0	0	0	0	0	0	837	271	0	1	0	270	0
Precinct 7041 MB - Vote By Mail	0	0	1	0	0	0	0	1	13	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	70	21	0	0	0	21	0
Precinct 7041 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	0	0	0	0	0	0
Precinct 7041 MB	0	0	1	0	0	0	0	1	13	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	66	21	0	0	0	21	0
Precinct 7042 - Vote By Mail	0	0	21	0	1	0	0	2	66	0	4	0	0	17	0	0	8	44	0	0	0	0	0	0	0	0	0	514	169	0	1	5	163	0
Precinct 7042 - Election Day	0	0	6	1	0	0	0	0	25	0	0	0	0	2	0	0	0	17	0	0	0	0	0	0	0	0	0	146	52	0	0	1	51	0
Precinct 7042	0	0	27	1	1	0	0	2	91	0	4	0	0	19	0	0	8	61	0	0	0	0	0	0	0	0	0	660	221	0	1	6	214	0
Precinct 7043 - Vote By Mail	0	0	33	0	8	0	0	0	89	0	1	0	0	32	0	0	8	52	2	0	0	0	0	0	0	0	0	754	228	0	1	2	225	0
Precinct 7043 - Election Day	2	0	11	0	0	0	0	0	38	0	0	0	0	3	0	0	0	21	0	1	0	0	0	0	0	0	0	224	78	0	0	1	77	1
Precinct 7043	2	0	44	0	8	0	0	0	127	0	1	0	0	35	0	0	8	73	2	1	0	0	0	0	0	0	0	978	306	0	1	3	302	1
Precinct 7044 - Vote By Mail	1	0	11	2	3	0	0	0	34	0	2	0	1	17	0	0	3	31	0	0	0	0	0	0	0	0	0	586	108	0	2	1	105	0
Precinct 7044 - Election Day	0	0	3	0	0	0	0	0	15	0	2	0	3	2	0	0	0	9	0	0	0	0	0	0	0	0	0	266	34	0	0	0	34	0
Precinct 7044	1	0	14	2	3	0	0	0	49	0	4	0	4	19	0	0	3	40	0	0	0	0	0	0	0	0	0	852	142	0	2	1	139	0
Precinct 7045 - Vote By Mail	3	0	23	0	9	1	0	1	70	0	4	0	0	17	0	0	9	32	0	0	0	0	0	0	0	0	0	632	174	0	2	3	169	0
Precinct 7045 - Election Day	0	0	4	0	2	0	0	0	24	0	0	0	1	4	0	0	0	12	1	0	0	0	0	0	0	0	0	154	49	0	0	1	48	0
Precinct 7045	3	0	27	0	11	1	0	1	94	0	4	0	1	21	0	0	9	44	1	0	0	0	0	0	0	0	0	786	223	0	2	4	217	0
Precinct 7046 - Vote By Mail	0	0	16	1	1	0	0	1	36	0	3	0	0	16	0	0	2	22	0	0	0	0	0	0	0	0	0	334	102	0	3	1	98	0
Precinct 7046 - Election Day	0	0	5	0	1	0	0	0	13	0	1	0	0	3	0	1	2	20	0	0	0	0	0	0	0	0	0	96	46	0	0	0	46	0
Precinct 7046	0	0	21	1	2	0	0	1	49	0	4	0	0	19	0	1	4	42	0	0	0	0	0	0	0	0	0	430	148	0	3	1	144	0
Precinct 7047 - Vote By Mail	2	0	25	1	4	0	0	1	93	1	4	0	0	31	0	0	10	54	2	0	0	0	0	0	0	0	0	733	233	0	0	5	228	0
Precinct 7047 - Election Day	0	1	13	0	0	0	0	0	23	0	0	0	0	3	0	0	0	15	0	0	0	0	0	0	0	0	0	150	56	0	0	1	55	0
Precinct 7047	2	1	38	1	4	0	0	1	116	1	4	0	0	34	0	0	10	69	2	0	0	0	0	0	0	0	0	883	289	0	0	6	283	0
Precinct 7048 - Vote By Mail	0	0	8	0	7	0	0	1	71	0	2	0	1	27	0	0	5	58	1	0	0	0	0	0	0	0	0	685	185	0	1	3	181	0
Precinct 7048 - Election Day	0	0	3	0	1	0	0	0	15	0	2	0	0	8	0	0	0	24	0	0	0	0	0	0	0	0	0	196	54	0	0	1	53	0
Precinct 7048	0	0	11	0	8	0	0	1	86	0	4	0	1	35	0	0	5	82	1	0	0	0	0	0	0	0	0	881	239	0	1	4	234	0
Precinct 7049 - Vote By Mail	0	0	14	0	8	0	0	0	54	0	5	0	0	25	0	0	4	37	0	0	0	0	0	0	0	0	0	616	155	0	0	8	147	0
Precinct 7049 - Election Day	0	0	1	0	0	0	0	0	18	0	0	0	0	11	0	0	0	17	0	0	0	0	0	0	0	0	0	210	48	0	0	0	48	1
Precinct 7049	0	0	15	0	8	0	0	0	72	0	5	0	0	36	0	0	4	54	0	0	0	0	0	0	0	0	0	826	203	0	0	8	195	1
Precinct 7051 - Vote By Mail	0	0	14	0	19	0	1	0	95	0	0	0	0	32	0	0	4	33	0	0	0	0	0	0	0	0	0	715	206	0	0	8	198	0
Precinct 7051 - Election Day	0	0	8	0	1	0	0	1	31	0	0	0	0	5	0	1	1	17	0	0	0	0	0	0	0	0	0	165	65	0	0	0	65	0
Precinct 7051	0	0	22	0	20	0	1	1	126	0	0	0	0	37	0	1	5	50	0	0	0	0	0	0	0	0	0	880	271	0	0	8	263	0
Precinct 7052 - Vote By Mail	0	0	21	0	13	0	0	0	64	0	5	0	0	33	0	1	8	44	2	0	0	0	0	0	0	0	0	722	196	0	0	5	191	0
Precinct 7052 - Election Day	0	0	17	0	0	0	0	0	34	0	0	0	0	3	0	0	1	27	0	1	0	0	0	0	0	0	0	184	83	0	0	0	83	0
Precinct 7052	0	0	38	0	13	0	0	0	98	0	5	0	0	36	0	1	9	71	2	1	0	0	0	0	0	0	0	906	279	0	0	5	274	0
Precinct 7053 - Vote By Mail	0	0	25	0	10	0	0	1	53	0	0	0	0	25	0	0	21	39	0	1	0	0	0	0	0	0	0	542	178	0	0	3	175	0
Precinct 7053 - Election Day	0	0	10	0	1	0	0	0	11	0	0	0	0	3	0	0	0	13	0	0	0	0	0	0	0	0	0	43	38	0	0	0	38	0
Precinct 7053	0	0	35	0	11	0	0	1	64	0	0	0	0	28	0	0	21	52	0	1	0	0	0	0	0	0	0	585	216	0	0	3	213	0
Precinct 7054 - Vote By Mail	0	0	26	0	8	0	0	4	102	0	7	0	1	27	0	2	9	66	0	0	0	0	0	0	0	0	0	863	253	0	0	1	252	0
Precinct 7054 - Election Day	0	0	10	0	0	0	0	0	48	0	1	0	0	9	0	0	0	33	1	0	0	0	0	0	0	0	0	273	102	0	0	0	102	0
Precinct 7054	0	0	36	0	8	0	0	4	150	0	8	0	1	36	0	2	9	99	1	0	0	0	0	0	0	0	0	1,136	355	0	0	1	354	0
Precinct 7055 - Vote By Mail	0	0	46	0	5	0	0	2	94	0	3	0	0	24	0	1	18	40	2	0	0	0	0	0	0	0	0	732	237	0	1	1	235	0
Precinct 7055 - Election Day	0	0	14	0	1	0	0	0	33	0	0	0	0	6	0	0	0	22	1	0	0	0	0	0	0	0	0	94	77	0	0	0	77	0
Precinct 7055	0	0	60	0	6	0	0	2	127	0	3	0	0	30	0	1	18	62	3	0	0	0	0	0	0	0	0	826	314	0	1	1	312	0
Precinct 7056 - Vote By Mail	0	0	90	0	3	0	0	2	66	0	2	0	0	28	0	0	21	36	1	0	0	0	0	0	0	0	0	618	250	0	0	1	249	0
Precinct 7056 - Election Day	0	0	30	0	0	0	0	0	40	0	0	0	0	9	0	0	0	41	0	0	0	0	0	0	0	0	0	87	120	0	0	0	120	0
Precinct 7056	0	0	120	0	3	0	0	2	106	0	2	0	0	37	0	0	21	77	1	0	0	0	0	0	0	0	0	705	370	0	0	1	369	0
Precinct 7101 MB - Vote By Mail	0	0	38	0	0	0	0	2	21	0	0	0	0	11	0	0	5	14	0	0	0	0	0	0	0	0	0	162	92	0	0	1	91	0
Precinct 7101 MB - Election Day	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-15	4	0	0	0	4	0
Precinct 7101 MB	0	0	39	0	0	0	0	2	23	0	0	0	0	12	0	0	5	14	0	0	0	0	0	0	0	0	0	147	96	0	0	1	95	0
Precinct 7201 - Vote By Mail	0	0	73	1	2	0	0	9	53	0	1	0	0	62	0	0	25	78	3	0	0	0	0	0	0	0	0	788	308	0	0	1	307	0
Precinct 7201 - Election Day	0	0	41	0	0	0	0	1	39	0	0	0	0	17	0	0	0	59	0	0	0	0	0	0	0	0	0	147	158	0	0	1	157	0
Precinct 7201	0	0	114	1	2	0	0	10	92	0	1	0	0	79	0	0	25	137	3	0	0	0	0	0	0	0	0	935	466	0	0	2	464	0
Precinct 7202 - Vote By Mail	0	0	42	0	0	0	0	5	41	0	2	0	0	53	0	0	15	71	2	0	0	0	0	0	0	0	0	708	231	0	0	0	231	0
Precinct 7202 - Election Day	0	0	27	0	0	0	0	0	43	0	0	0	0	22	0	0	0	61	2	0	0	0	0	0	0	0	0	143	155	0	0	0	155	0
Precinct 7202	0	0	69	0	0	0	0	5	84	0	2	0	0	75	0	0	15	132	4	0	0	0	0	0	0	0	0	851	386	0	0	0	386	0
Precinct 7203 - Vote By Mail	0	0	66	0	1	0	0	8	61	0	2	0	0	49	0	0	22	66	1	0	0	0	0	0	0	0	0	693	276	0	0	0	276	0
Precinct 7203 - Election Day	0	0	38	0	0	0	0	0	58	0	0	0	0	14	0	0	1	72	0	0	0	0	0	0	0	0	0	186	184	0	0	0	184	1
Precinct 7203	0	0	104	0	1	0	0	8	119	0	2	0	0	63	0	0	23	138	1	0	0	0	0	0	0	0	0	879	460	0	0	0	460	1
Precinct 7204 - Vote By Mail	0	0	74	0	2	0	0	11	71	0	0	0	0	70	0	1	28	96	1	0	0	0	0	0	0	0	0	773	357	0	1	2	354	0
Precinct 7204 - Election Day	0	1	32	0	0	0	0	1	23	0	0	0	0	23	0	0	0	66	0	0	0	0	0	0	0	0	0	126	147	0	0	1	146	0
Precinct 7204	0	1	106	0	2	0	0	12	94	0	0	0	0	93	0	1	28	162	1	0	0	0	0	0	0	0	0	899	504	0	1	3	500	0
Precinct 7205 - Vote By Mail	0	0	56	1	2	0	0	9	37	0	3	0	0	78	0	0	27	81	1	0	0	0	0	0	0	0	0	724	296	0	1	0	295	0
Precinct 7205 - Election Day	0	0	24	0	0	0	0	0	36	0	0	0	0	26	0	0	0	77	0	0	0	0	0	0	0	0	0	147	163	0	0	0	163	0
Precinct 7205	0	0	80	1	2	0	0	9	73	0	3	0	0	104	0	0	27	158	1	0	0	0	0	0	0	0	0	871	459	0	1	0	458	0
Precinct 7206 - Vote By Mail	0	0	26	0	1	0	0	3	20	0	0	0	0	21	0	0	9	29	1	0	0	0	0	0	0	0	0	299	110	0	0	0	110	0
Precinct 7206 - Election Day	0	1	19	0	0	0	0	0	25	0	0	0	0	16	0	0	0	36	0	0	0	0	0	0	0	0	0	78	97	0	0	0	97	0
Precinct 7206	0	1	45	0	1	0	0	3	45	0	0	0	0	37	0	0	9	65	1	0	0	0	0	0	0	0	0	377	207	0	0	0	207	0
Precinct 7207 - Vote By Mail	0	0	47	0	4	0	0	7	67	0	3	0	0	43	0	1	22	66	3	0	0	0	0	0	0	0	0	744	266	0	2	1	263	0
Precinct 7207 - Election Day	0	0	27	1	0	0	0	0	42	0	0	0	0	14	0	0	1	53	1	0	0	0	0	0	0	0	0	123	140	0	0	1	139	0
Precinct 7207	0	0	74	1	4	0	0	7	109	0	3	0	0	57	0	1	23	119	4	0	0	0	0	0	0	0	0	867	406	0	2	2	402	0
Precinct 7208 - Vote By Mail	0	0	39	0	1	1	0	8	45	0	2	0	0	38	0	0	16	50	0	0	0	0	0	0	0	0	0	492	200	0	0	0	200	0
Precinct 7208 - Election Day	0	0	20	0	0	0	0	0	31	0	0	0	0	6	0	0	0	33	0	0	0	0	0	0	0	0	0	78	91	0	0	1	90	0
Precinct 7208	0	0	59	0	1	1	0	8	76	0	2	0	0	44	0	0	16	83	0	0	0	0	0	0	0	0	0	570	291	0	0	1	290	0
Precinct 7209 - Vote By Mail	0	0	43	0	3	0	0	26	37	0	3	0	0	78	0	0	23	52	0	0	0	0	0	0	0	0	0	595	266	0	0	1	265	0
Precinct 7209 - Election Day	0	0	9	0	1	0	0	0	19	0	0	0	0	12	0	0	0	29	0	0	0	0	0	0	0	0	0	52	70	0	0	0	70	0
Precinct 7209	0	0	52	0	4	0	0	26	56	0	3	0	0	90	0	0	23	81	0	0	0	0	0	0	0	0	0	647	336	0	0	1	335	0
Precinct 7301 - Vote By Mail	1	1	42	0	7	0	0	6	84	0	7	0	0	29	0	0	14	50	0	0	0	0	0	0	0	0	0	813	244	0	1	2	241	0
Precinct 7301 - Election Day	0	0	20	0	1	0	0	0	66	0	1	0	0	7	0	0	0	34	1	0	0	0	0	0	0	0	0	201	134	0	0	4	130	0
Precinct 7301	1	1	62	0	8	0	0	6	150	0	8	0	0	36	0	0	14	84	1	0	0	0	0	0	0	0	0	1,014	378	0	1	6	371	0
Precinct 7302 - Vote By Mail	0	0	39	0	4	0	0	10	62	0	4	0	0	63	0	1	14	69	2	0	0	0	0	0	0	0	0	713	271	0	0	3	268	0
Precinct 7302 - Election Day	0	0	20	0	0	0	0	0	31	0	1	0	0	16	0	0	1	55	0	0	0	0	0	0	0	0	0	136	125	0	0	1	124	0
Precinct 7302	0	0	59	0	4	0	0	10	93	0	5	0	0	79	0	1	15	124	2	0	0	0	0	0	0	0	0	849	396	0	0	4	392	0
Precinct 7303 - Vote By Mail	0	0	67	0	9	0	0	7	95	0	6	0	0	48	0	0	21	57	0	0	0	0	0	0	0	0	0	869	311	0	0	1	310	0
Precinct 7303 - Election Day	0	0	51	0	0	0	0	0	43	0	1	0	1	7	0	0	0	52	1	0	0	0	0	0	0	0	0	199	156	0	0	0	156	0
Precinct 7303	0	0	118	0	9	0	0	7	138	0	7	0	1	55	0	0	21	109	1	0	0	0	0	0	0	0	0	1,068	467	0	0	1	466	0
Precinct 7304 - Vote By Mail	0	0	75	0	8	0	0	11	78	0	2	0	0	34	0	1	20	72	1	0	0	0	0	0	0	0	0	802	305	0	0	3	302	0
