Subtotal Area	ROBERT ARDINI	JOE WALSH	BILL WELD	ROQUE "ROCKY" DE LA FUENTE	MATTHEW JOHN MATERN	ZOLTAN G. ISTVAN	DONALD J. TRUMP	DENIS C. GRASSKA	ROBERT LEE MANNING JR.	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9123 - Vote By Mail	0	1	0	0	2	0	29	0	0	661	32	0	0	0	32	0
Precinct 9123 - Election Day	0	0	1	0	1	0	7	0	0	191	10	0	0	1	9	0
Precinct 9123	0	1	1	0	3	0	36	0	0	852	42	0	0	1	41	0
Precinct 9124 - Vote By Mail	0	2	5	0	1	0	20	0	0	736	33	0	0	5	28	0
Precinct 9124 - Election Day	0	0	0	0	0	0	4	0	0	167	5	0	0	0	5	1
Precinct 9124	0	2	5	0	1	0	24	0	0	903	38	0	0	5	33	1
Precinct 9125 - Vote By Mail	2	0	0	0	0	0	18	0	0	681	23	0	0	3	20	0
Precinct 9125 - Election Day	0	0	0	0	0	0	3	0	0	188	3	0	0	0	3	0
Precinct 9125	2	0	0	0	0	0	21	0	0	869	26	0	0	3	23	0
Precinct 9126 - Vote By Mail	0	3	5	0	1	0	16	0	0	819	31	0	0	6	25	0
Precinct 9126 - Election Day	0	1	0	0	0	0	7	0	0	194	9	0	0	1	8	0
Precinct 9126	0	4	5	0	1	0	23	0	0	1,013	40	0	0	7	33	0
Precinct 9127 - Vote By Mail	0	1	2	0	1	0	21	0	0	748	29	0	0	4	25	0
Precinct 9127 - Election Day	1	1	1	0	1	1	12	0	0	223	17	0	0	0	17	0
Precinct 9127	1	2	3	0	2	1	33	0	0	971	46	0	0	4	42	0
Precinct 9128 - Vote By Mail	0	1	1	0	1	0	23	0	0	628	30	0	0	4	26	0
Precinct 9128 - Election Day	0	2	2	0	0	0	8	0	0	190	13	0	0	1	12	0
Precinct 9128	0	3	3	0	1	0	31	0	0	818	43	0	0	5	38	0
Precinct 9129 - Vote By Mail	1	0	1	0	0	0	22	0	0	587	25	0	0	1	24	0
Precinct 9129 - Election Day	0	0	0	0	0	1	2	0	0	151	3	0	0	0	3	0
Precinct 9129	1	0	1	0	0	1	24	0	0	738	28	0	0	1	27	0
Precinct 9131 - Vote By Mail	0	1	0	0	1	0	14	0	0	596	20	0	0	4	16	0
Precinct 9131 - Election Day	0	1	0	0	0	0	4	0	0	138	7	0	0	1	6	1
Precinct 9131	0	2	0	0	1	0	18	0	0	734	27	0	0	5	22	1
Precinct 9132 - Vote By Mail	0	0	2	0	0	0	5	0	0	627	7	0	0	0	7	0
Precinct 9132 - Election Day	0	0	0	0	0	0	5	0	0	194	5	0	0	0	5	0
Precinct 9132	0	0	2	0	0	0	10	0	0	821	12	0	0	0	12	0
Precinct 9133 - Vote By Mail	0	0	2	0	0	0	14	0	0	808	19	0	0	3	16	0
Precinct 9133 - Election Day	0	1	0	1	1	0	5	0	0	209	9	0	0	1	8	0
Precinct 9133	0	1	2	1	1	0	19	0	0	1,017	28	0	0	4	24	0
Precinct 9134 - Vote By Mail	1	0	1	2	1	0	24	0	0	736	33	0	0	4	29	0
Precinct 9134 - Election Day	0	0	2	0	0	1	7	0	0	155	12	0	0	2	10	0
Precinct 9134	1	0	3	2	1	1	31	0	0	891	45	0	0	6	39	0
Precinct 9135 - Vote By Mail	0	3	0	1	0	0	27	0	0	640	31	0	0	0	31	0
Precinct 9135 - Election Day	0	0	0	0	0	1	14	0	0	182	16	0	0	1	15	0
Precinct 9135	0	3	0	1	0	1	41	0	0	822	47	0	0	1	46	0
Precinct 9136 - Vote By Mail	0	1	0	1	0	0	16	0	0	706	20	0	0	2	18	0
Precinct 9136 - Election Day	0	0	2	0	0	0	7	0	0	212	10	0	0	0	10	1
Precinct 9136	0	1	2	1	0	0	23	0	0	918	30	0	0	2	28	1
Precinct 9137 - Vote By Mail	0	1	1	0	0	0	20	0	0	806	22	0	0	0	22	0
Precinct 9137 - Election Day	0	2	1	0	0	0	10	0	0	209	14	0	0	1	13	0
Precinct 9137	0	3	2	0	0	0	30	0	0	1,015	36	0	0	1	35	0
Precinct 9138 - Vote By Mail	1	2	0	0	0	2	23	0	0	770	29	0	0	1	28	0
Precinct 9138 - Election Day	0	0	0	0	0	0	7	0	0	175	7	0	0	0	7	0
Precinct 9138	1	2	0	0	0	2	30	0	0	945	36	0	0	1	35	0
Precinct 9139 - Vote By Mail	0	5	1	1	0	1	31	0	0	828	40	0	0	1	39	0
Precinct 9139 - Election Day	0	1	2	0	2	0	11	0	0	190	16	0	0	0	16	0
Precinct 9139	0	6	3	1	2	1	42	0	0	1,018	56	0	0	1	55	0
Precinct 9141 - Vote By Mail	0	1	0	1	1	1	30	0	0	789	38	0	0	4	34	0
Precinct 9141 - Election Day	0	2	0	0	0	0	7	0	0	184	12	0	0	3	9	0
Precinct 9141	0	3	0	1	1	1	37	0	0	973	50	0	0	7	43	0
Precinct 9142 - Vote By Mail	0	2	2	0	0	0	16	0	0	747	25	0	0	5	20	0
Precinct 9142 - Election Day	0	0	1	0	0	0	14	0	0	239	15	0	0	0	15	0
Precinct 9142	0	2	3	0	0	0	30	0	0	986	40	0	0	5	35	0
Precinct 9143 - Vote By Mail	0	4	3	0	2	0	28	0	0	706	43	0	0	6	37	0
Precinct 9143 - Election Day	0	0	0	0	0	0	8	0	0	208	9	0	0	0	9	1
Precinct 9143	0	4	3	0	2	0	36	0	0	914	52	0	0	6	46	1
Precinct 9144 - Vote By Mail	0	3	0	0	0	0	20	0	0	767	25	0	0	2	23	0
Precinct 9144 - Election Day	0	0	0	0	0	0	5	0	0	203	6	0	0	0	6	1
Precinct 9144	0	3	0	0	0	0	25	0	0	970	31	0	0	2	29	1
Precinct 9145 - Vote By Mail	0	1	1	0	0	0	17	0	0	681	21	0	0	2	19	0
Precinct 9145 - Election Day	0	0	1	0	0	0	9	0	0	194	10	0	0	0	10	0
Precinct 9145	0	1	2	0	0	0	26	0	0	875	31	0	0	2	29	0
Precinct 9146 - Vote By Mail	0	0	1	0	0	0	16	0	0	725	18	0	0	1	17	0
Precinct 9146 - Election Day	0	1	1	0	0	0	3	0	0	160	6	0	0	1	5	0
Precinct 9146	0	1	2	0	0	0	19	0	0	885	24	0	0	2	22	0
Precinct 9147 - Vote By Mail	0	0	2	0	1	0	14	0	0	765	18	0	0	1	17	0
Precinct 9147 - Election Day	0	0	1	0	0	0	8	0	0	225	10	0	0	0	10	1
Precinct 9147	0	0	3	0	1	0	22	0	0	990	28	0	0	1	27	1
Precinct 9148 - Vote By Mail	0	2	3	0	2	0	8	0	0	779	19	0	0	4	15	0
Precinct 9148 - Election Day	0	0	1	0	0	0	7	0	0	235	9	0	0	0	9	1
Precinct 9148	0	2	4	0	2	0	15	0	0	1,014	28	0	0	4	24	1
Precinct 9149 - Vote By Mail	0	1	4	0	1	0	21	0	0	813	32	0	0	5	27	0
Precinct 9149 - Election Day	0	0	0	0	0	0	5	0	0	178	7	0	0	2	5	0
Precinct 9149	0	1	4	0	1	0	26	0	0	991	39	0	0	7	32	0
Precinct 9151 - Vote By Mail	0	0	1	1	1	0	16	0	0	693	21	0	0	2	19	0
Precinct 9151 - Election Day	1	1	0	0	0	0	9	0	0	168	12	0	0	0	12	1
Precinct 9151	1	1	1	1	1	0	25	0	0	861	33	0	0	2	31	1
Precinct 9152 - Vote By Mail	0	0	0	0	0	0	13	0	0	550	14	0	0	1	13	0
Precinct 9152 - Election Day	0	0	0	0	0	0	4	0	0	187	4	0	0	0	4	0
Precinct 9152	0	0	0	0	0	0	17	0	0	737	18	0	0	1	17	0
Precinct 9201 - Vote By Mail	0	0	2	1	0	0	9	0	0	785	13	0	0	1	12	0
Precinct 9201 - Election Day	0	0	0	0	0	0	2	0	0	186	3	0	0	1	2	0
Precinct 9201	0	0	2	1	0	0	11	0	0	971	16	0	0	2	14	0
Precinct 9202 - Vote By Mail	0	0	4	2	0	0	12	0	0	819	22	0	0	4	18	0
Precinct 9202 - Election Day	1	0	1	0	0	0	4	0	0	177	8	0	0	2	6	0
Precinct 9202	1	0	5	2	0	0	16	0	0	996	30	0	0	6	24	0
Precinct 9203 - Vote By Mail	1	1	8	2	1	0	52	0	0	847	74	0	0	9	65	0
Precinct 9203 - Election Day	0	0	0	0	0	1	19	0	0	155	21	0	0	1	20	0
Precinct 9203	1	1	8	2	1	1	71	0	0	1,002	95	0	0	10	85	0
Precinct 9204 - Vote By Mail	0	2	4	0	2	0	43	0	0	686	59	0	0	8	51	0
Precinct 9204 - Election Day	0	2	0	0	1	0	13	0	0	176	20	0	0	3	17	1
Precinct 9204	0	4	4	0	3	0	56	0	0	862	79	0	0	11	68	1
Precinct 9205 - Vote By Mail	0	3	3	0	1	0	12	0	0	621	26	0	0	7	19	0
Precinct 9205 - Election Day	1	0	1	0	2	0	11	0	0	115	15	0	0	0	15	0
Precinct 9205	1	3	4	0	3	0	23	0	0	736	41	0	0	7	34	0
Precinct 9206 - Vote By Mail	0	2	9	2	1	0	40	0	0	741	65	0	0	11	54	0
Precinct 9206 - Election Day	0	1	0	0	1	0	22	0	0	188	26	0	0	2	24	0
Precinct 9206	0	3	9	2	2	0	62	0	0	929	91	0	0	13	78	0
Precinct 9207 - Vote By Mail	0	1	4	1	1	0	45	0	0	824	60	0	0	8	52	0
Precinct 9207 - Election Day	0	2	0	0	0	0	15	0	0	165	18	0	0	1	17	0
Precinct 9207	0	3	4	1	1	0	60	0	0	989	78	0	0	9	69	0
Precinct 9208 - Vote By Mail	0	2	5	1	1	0	27	0	0	808	44	0	0	8	36	0
Precinct 9208 - Election Day	0	0	0	2	0	0	10	0	0	179	14	0	0	2	12	0
Precinct 9208	0	2	5	3	1	0	37	0	0	987	58	0	0	10	48	0
Precinct 9209 - Vote By Mail	0	0	5	1	0	0	31	0	0	615	40	0	0	3	37	0
Precinct 9209 - Election Day	0	0	0	0	0	0	10	0	0	156	12	0	0	1	11	1
Precinct 9209	0	0	5	1	0	0	41	0	0	771	52	0	0	4	48	1
Precinct 9211 - Vote By Mail	1	3	3	1	0	1	16	0	0	730	29	0	0	4	25	0
Precinct 9211 - Election Day	0	1	1	0	0	0	12	0	0	161	14	0	0	0	14	0
Precinct 9211	1	4	4	1	0	1	28	0	0	891	43	0	0	4	39	0
Precinct 9212 - Vote By Mail	0	1	2	1	0	0	17	0	0	671	29	0	0	8	21	0
Precinct 9212 - Election Day	0	0	1	0	0	0	8	0	0	137	10	0	0	1	9	0
Precinct 9212	0	1	3	1	0	0	25	0	0	808	39	0	0	9	30	0
Precinct 9213 - Vote By Mail	0	1	2	0	1	1	28	0	0	776	38	0	0	5	33	0
Precinct 9213 - Election Day	0	0	0	0	1	0	6	0	0	161	7	0	0	0	7	0
Precinct 9213	0	1	2	0	2	1	34	0	0	937	45	0	0	5	40	0
Precinct 9214 - Vote By Mail	0	0	4	1	1	0	22	0	0	517	31	0	0	3	28	0
Precinct 9214 - Election Day	0	1	1	0	0	0	12	0	0	110	15	0	0	1	14	0
Precinct 9214	0	1	5	1	1	0	34	0	0	627	46	0	0	4	42	0
Precinct 9215 - Vote By Mail	1	1	4	0	0	0	17	0	0	524	30	0	0	7	23	0
Precinct 9215 - Election Day	0	0	1	0	1	0	10	0	0	120	13	0	0	0	13	1
Precinct 9215	1	1	5	0	1	0	27	0	0	644	43	0	0	7	36	1
Precinct 9216 - Vote By Mail	0	0	5	0	2	0	29	0	0	669	41	0	0	5	36	0
Precinct 9216 - Election Day	0	0	1	0	0	0	11	0	0	155	15	0	0	2	13	1
Precinct 9216	0	0	6	0	2	0	40	0	0	824	56	0	0	7	49	1
Precinct 9217 - Vote By Mail	2	0	2	3	0	0	20	0	0	588	30	0	0	3	27	0
Precinct 9217 - Election Day	0	0	0	1	0	0	7	0	0	117	8	0	0	0	8	0
Precinct 9217	2	0	2	4	0	0	27	0	0	705	38	0	0	3	35	0
Precinct 9218 - Vote By Mail	1	0	1	4	0	1	23	0	0	652	38	0	0	8	30	0
Precinct 9218 - Election Day	1	1	0	0	0	0	8	0	0	164	11	0	0	1	10	0
Precinct 9218	2	1	1	4	0	1	31	0	0	816	49	0	0	9	40	0
Precinct 9219 - Vote By Mail	0	3	1	1	0	0	13	0	0	646	21	0	0	3	18	0
Precinct 9219 - Election Day	0	0	2	0	0	0	7	0	0	144	11	0	0	1	10	1
Precinct 9219	0	3	3	1	0	0	20	0	0	790	32	0	0	4	28	1
Precinct 9221 - Vote By Mail	1	0	4	2	1	0	36	0	0	562	47	0	0	3	44	0
Precinct 9221 - Election Day	0	0	1	0	0	0	6	0	0	89	7	0	0	0	7	0
Precinct 9221	1	0	5	2	1	0	42	0	0	651	54	0	0	3	51	0
Precinct 9222 - Vote By Mail	0	1	3	3	1	0	36	0	0	773	49	0	0	5	44	0
Precinct 9222 - Election Day	0	0	1	0	0	0	10	0	0	137	11	0	0	0	11	0
Precinct 9222	0	1	4	3	1	0	46	0	0	910	60	0	0	5	55	0
Precinct 9223 - Vote By Mail	0	2	5	0	0	0	24	0	0	558	35	0	0	4	31	0
Precinct 9223 - Election Day	0	0	1	0	1	0	7	0	0	109	9	0	0	0	9	0
Precinct 9223	0	2	6	0	1	0	31	0	0	667	44	0	0	4	40	0
Precinct 9224 - Vote By Mail	0	0	7	2	2	0	32	0	0	768	49	0	0	6	43	0
Precinct 9224 - Election Day	0	1	2	0	0	0	18	0	0	181	22	0	0	1	21	0
Precinct 9224	0	1	9	2	2	0	50	0	0	949	71	0	0	7	64	0
Precinct 9225 - Vote By Mail	0	1	3	0	1	0	16	0	0	757	23	0	0	2	21	0
Precinct 9225 - Election Day	0	0	0	0	1	0	11	0	0	169	14	0	0	2	12	0
Precinct 9225	0	1	3	0	2	0	27	0	0	926	37	0	0	4	33	0
Precinct 9226 - Vote By Mail	2	0	3	0	1	0	23	0	0	741	39	0	0	10	29	0
Precinct 9226 - Election Day	0	0	0	1	1	0	15	0	0	155	22	0	0	4	18	1
Precinct 9226	2	0	3	1	2	0	38	0	0	896	61	0	0	14	47	1
Precinct 9227 - Vote By Mail	0	3	6	0	0	0	29	0	0	605	46	0	0	8	38	0
Precinct 9227 - Election Day	0	0	0	0	0	0	12	0	0	124	12	0	0	0	12	0
Precinct 9227	0	3	6	0	0	0	41	0	0	729	58	0	0	8	50	0
Precinct 9228 - Vote By Mail	1	2	5	0	1	0	27	0	0	578	50	0	0	14	36	0
Precinct 9228 - Election Day	0	0	0	0	0	0	6	0	0	160	9	0	0	3	6	0
Precinct 9228	1	2	5	0	1	0	33	0	0	738	59	0	0	17	42	0
Precinct 9229 - Vote By Mail	0	0	4	0	0	0	20	0	0	460	26	0	0	2	24	0
Precinct 9229 - Election Day	0	1	1	0	0	0	6	0	0	119	9	0	0	1	8	0
Precinct 9229	0	1	5	0	0	0	26	0	0	579	35	0	0	3	32	0
Precinct 9231 - Vote By Mail	0	3	2	2	0	1	11	0	0	726	22	0	0	3	19	0
Precinct 9231 - Election Day	0	2	0	0	0	0	5	0	0	236	7	0	0	0	7	0
Precinct 9231	0	5	2	2	0	1	16	0	0	962	29	0	0	3	26	0
Precinct 9232 - Vote By Mail	1	0	1	0	0	0	12	0	0	608	21	0	0	7	14	0
Precinct 9232 - Election Day	0	0	1	0	0	0	9	0	0	126	11	0	0	0	11	1
Precinct 9232	1	0	2	0	0	0	21	0	0	734	32	0	0	7	25	1
Precinct 9233 - Vote By Mail	0	1	10	0	1	0	30	0	0	668	47	0	0	5	42	0
Precinct 9233 - Election Day	0	0	1	1	0	0	7	0	0	150	11	0	0	0	11	2
Precinct 9233	0	1	11	1	1	0	37	0	0	818	58	0	0	5	53	2
Precinct 9234 - Vote By Mail	0	1	2	1	0	0	22	0	0	643	32	0	0	6	26	0
Precinct 9234 - Election Day	0	0	0	0	0	0	4	0	0	91	4	0	0	0	4	0
Precinct 9234	0	1	2	1	0	0	26	0	0	734	36	0	0	6	30	0
Precinct 9235 - Vote By Mail	0	1	11	1	1	0	25	0	0	703	50	0	0	11	39	0
Precinct 9235 - Election Day	0	0	3	0	1	0	15	0	0	160	20	0	0	1	19	0
Precinct 9235	0	1	14	1	2	0	40	0	0	863	70	0	0	12	58	0
Precinct 9236 - Vote By Mail	0	2	3	0	1	1	12	0	0	537	26	0	0	7	19	0
Precinct 9236 - Election Day	0	0	0	0	0	0	4	0	0	136	5	0	0	0	5	1
Precinct 9236	0	2	3	0	1	1	16	0	0	673	31	0	0	7	24	1
Precinct 9237 - Vote By Mail	0	1	11	0	1	0	10	0	0	779	37	0	0	14	23	0
Precinct 9237 - Election Day	1	1	2	0	0	0	4	0	0	118	8	0	0	0	8	0
Precinct 9237	1	2	13	0	1	0	14	0	0	897	45	0	0	14	31	0
Precinct 9238 - Vote By Mail	0	5	5	1	0	0	33	0	0	687	50	0	0	6	44	0
Precinct 9238 - Election Day	0	1	0	0	0	0	10	0	0	118	11	0	0	0	11	0
Precinct 9238	0	6	5	1	0	0	43	0	0	805	61	0	0	6	55	0
Precinct 9239 - Vote By Mail	0	0	4	0	1	0	45	0	0	740	53	0	0	3	50	0
Precinct 9239 - Election Day	0	0	1	1	0	0	11	0	0	124	16	0	0	3	13	0
Precinct 9239	0	0	5	1	1	0	56	0	0	864	69	0	0	6	63	0
Precinct 9241 - Vote By Mail	0	1	4	0	0	0	21	0	0	819	36	0	0	10	26	0
Precinct 9241 - Election Day	0	0	1	1	1	0	13	0	0	141	17	0	0	0	17	1
Precinct 9241	0	1	5	1	1	0	34	0	0	960	53	0	0	10	43	1
Precinct 9242 - Vote By Mail	0	0	4	0	2	0	14	0	0	771	25	0	0	5	20	0
Precinct 9242 - Election Day	0	0	0	1	1	0	5	0	0	172	10	0	0	0	10	3
Precinct 9242	0	0	4	1	3	0	19	0	0	943	35	0	0	5	30	3
Precinct 9243 - Vote By Mail	0	1	0	1	0	0	8	0	0	480	13	0	0	3	10	0
Precinct 9243 - Election Day	0	0	0	0	1	0	7	0	0	123	10	0	0	1	9	1
Precinct 9243	0	1	0	1	1	0	15	0	0	603	23	0	0	4	19	1
Precinct 9244 - Vote By Mail	0	1	6	0	1	0	11	0	0	756	24	0	0	5	19	0
Precinct 9244 - Election Day	0	0	0	0	0	0	2	0	0	154	2	0	0	0	2	0
Precinct 9244	0	1	6	0	1	0	13	0	0	910	26	0	0	5	21	0
Precinct 9245 - Vote By Mail	0	1	0	0	0	0	13	0	0	616	20	0	0	6	14	0
Precinct 9245 - Election Day	0	1	1	0	0	0	2	0	0	98	7	0	0	2	5	1
Precinct 9245	0	2	1	0	0	0	15	0	0	714	27	0	0	8	19	1
Precinct 9246 - Vote By Mail	0	2	7	2	1	0	24	0	0	815	41	0	0	5	36	0
Precinct 9246 - Election Day	0	0	2	0	0	0	7	0	0	155	11	0	0	2	9	0
Precinct 9246	0	2	9	2	1	0	31	0	0	970	52	0	0	7	45	0
Precinct 9247 - Vote By Mail	0	1	5	0	0	0	22	0	0	764	35	0	0	7	28	0
Precinct 9247 - Election Day	0	1	0	0	1	0	4	0	0	148	7	0	0	1	6	0
Precinct 9247	0	2	5	0	1	0	26	0	0	912	42	0	0	8	34	0
Precinct 9248 - Vote By Mail	0	0	1	1	0	0	22	0	0	757	25	0	0	1	24	0
Precinct 9248 - Election Day	0	1	0	0	0	0	2	0	0	150	3	0	0	0	3	0
Precinct 9248	0	1	1	1	0	0	24	0	0	907	28	0	0	1	27	0
Precinct 9249 - Vote By Mail	0	1	2	0	0	0	23	0	0	724	29	0	0	3	26	0
Precinct 9249 - Election Day	1	1	1	0	0	0	8	0	0	191	14	0	0	2	12	1
Precinct 9249	1	2	3	0	0	0	31	0	0	915	43	0	0	5	38	1
Precinct 9251 - Vote By Mail	0	2	5	0	0	0	17	0	0	792	30	0	0	6	24	0
Precinct 9251 - Election Day	0	0	0	0	0	0	9	0	0	174	9	0	0	0	9	0
Precinct 9251	0	2	5	0	0	0	26	0	0	966	39	0	0	6	33	0
Precinct 9252 - Vote By Mail	1	2	10	1	0	1	32	0	0	811	53	0	0	6	47	0
Precinct 9252 - Election Day	0	2	1	0	0	0	7	0	0	142	10	0	0	0	10	0
Precinct 9252	1	4	11	1	0	1	39	0	0	953	63	0	0	6	57	0
Precinct 9253 - Vote By Mail	0	3	3	0	1	0	26	0	0	599	34	0	0	1	33	0
Precinct 9253 - Election Day	0	0	0	1	0	0	11	0	0	162	13	0	0	0	13	1
Precinct 9253	0	3	3	1	1	0	37	0	0	761	47	0	0	1	46	1
Precinct 9254 - Vote By Mail	1	3	4	0	0	0	20	0	0	758	35	0	0	7	28	0
Precinct 9254 - Election Day	0	0	1	0	0	0	3	0	0	163	4	0	0	0	4	0
Precinct 9254	1	3	5	0	0	0	23	0	0	921	39	0	0	7	32	0
Precinct 9255 - Vote By Mail	0	0	1	1	0	0	13	0	0	437	18	0	0	3	15	0
Precinct 9255 - Election Day	0	0	0	0	0	0	2	0	0	113	3	0	0	0	3	1
Precinct 9255	0	0	1	1	0	0	15	0	0	550	21	0	0	3	18	1
Precinct 9256 - Vote By Mail	0	1	0	0	0	0	8	0	0	367	10	0	0	1	9	0
Precinct 9256 - Election Day	0	0	0	0	2	0	1	0	0	95	3	0	0	0	3	0
Precinct 9256	0	1	0	0	2	0	9	0	0	462	13	0	0	1	12	0
Precinct 9257 MB - Vote By Mail	0	1	0	2	0	0	4	0	0	359	7	0	0	0	7	0
Precinct 9257 MB - Election Day	0	0	0	0	0	0	0	0	0	-39	0	0	0	0	0	0
Precinct 9257 MB	0	1	0	2	0	0	4	0	0	320	7	0	0	0	7	0
Precinct 9258 - Vote By Mail	0	1	1	0	1	0	14	0	0	583	20	0	0	3	17	0
Precinct 9258 - Election Day	0	0	0	0	0	0	4	0	0	120	6	0	0	2	4	0
Precinct 9258	0	1	1	0	1	0	18	0	0	703	26	0	0	5	21	0
Precinct 9401 - Vote By Mail	0	0	0	0	1	0	16	0	0	796	21	0	0	4	17	0
Precinct 9401 - Election Day	0	0	0	0	0	0	5	0	0	242	5	0	0	0	5	0
Precinct 9401	0	0	0	0	1	0	21	0	0	1,038	26	0	0	4	22	0
Precinct 9402 - Vote By Mail	1	1	2	0	0	0	24	0	0	775	28	0	0	0	28	0
Precinct 9402 - Election Day	0	0	0	0	0	0	6	0	0	242	7	0	0	1	6	0
Precinct 9402	1	1	2	0	0	0	30	0	0	1,017	35	0	0	1	34	0
Precinct 9403 - Vote By Mail	1	1	1	0	0	2	25	0	0	731	33	0	0	3	30	0
Precinct 9403 - Election Day	0	0	0	1	0	0	5	0	0	190	6	0	0	0	6	0
Precinct 9403	1	1	1	1	0	2	30	0	0	921	39	0	0	3	36	0
Precinct 9404 - Vote By Mail	0	2	3	0	3	0	23	0	0	753	33	0	0	2	31	0
Precinct 9404 - Election Day	0	0	0	1	0	0	7	0	0	191	9	0	0	1	8	0
Precinct 9404	0	2	3	1	3	0	30	0	0	944	42	0	0	3	39	0
Precinct 9405 - Vote By Mail	2	1	2	0	2	0	13	0	0	629	21	0	0	1	20	0
Precinct 9405 - Election Day	0	0	0	0	1	0	4	0	0	151	7	0	0	2	5	0
Precinct 9405	2	1	2	0	3	0	17	0	0	780	28	0	0	3	25	0
Precinct 9406 - Vote By Mail	0	0	1	0	1	0	23	0	0	695	25	0	0	0	25	0
Precinct 9406 - Election Day	0	0	1	0	0	0	6	0	0	188	9	0	0	2	7	0
Precinct 9406	0	0	2	0	1	0	29	0	0	883	34	0	0	2	32	0
Precinct 9407 - Vote By Mail	0	0	1	0	0	0	17	0	0	712	19	0	0	1	18	0
Precinct 9407 - Election Day	0	0	2	1	0	0	9	0	0	201	14	0	0	2	12	0
Precinct 9407	0	0	3	1	0	0	26	0	0	913	33	0	0	3	30	0
Precinct 9408 - Vote By Mail	1	1	0	0	0	0	9	0	0	711	15	0	0	4	11	0
Precinct 9408 - Election Day	0	0	0	0	1	0	6	0	0	152	7	0	0	0	7	0
Precinct 9408	1	1	0	0	1	0	15	0	0	863	22	0	0	4	18	0
Precinct 9409 - Vote By Mail	0	0	1	1	0	0	11	0	0	443	13	0	0	0	13	0
Precinct 9409 - Election Day	0	0	1	0	0	0	2	0	0	158	3	0	0	0	3	0
Precinct 9409	0	0	2	1	0	0	13	0	0	601	16	0	0	0	16	0
Precinct 9411 - Vote By Mail	0	0	3	2	2	0	11	0	0	816	19	0	0	1	18	0
Precinct 9411 - Election Day	0	0	0	0	0	0	7	0	0	191	7	0	0	0	7	0
Precinct 9411	0	0	3	2	2	0	18	0	0	1,007	26	0	0	1	25	0
Precinct 9412 - Vote By Mail	0	1	0	1	0	0	21	0	0	668	24	0	0	1	23	0
Precinct 9412 - Election Day	0	0	0	0	0	0	8	0	0	202	8	0	0	0	8	0
Precinct 9412	0	1	0	1	0	0	29	0	0	870	32	0	0	1	31	0
Precinct 9413 - Vote By Mail	0	1	1	0	0	0	26	0	0	757	31	0	0	3	28	0
Precinct 9413 - Election Day	0	0	0	1	0	0	11	0	0	179	12	0	0	0	12	0
Precinct 9413	0	1	1	1	0	0	37	0	0	936	43	0	0	3	40	0
Precinct 9414 - Vote By Mail	0	2	1	2	0	1	25	0	0	734	34	0	0	3	31	0
Precinct 9414 - Election Day	0	0	0	0	0	0	6	0	0	186	6	0	0	0	6	0
Precinct 9414	0	2	1	2	0	1	31	0	0	920	40	0	0	3	37	0
Precinct 9415 - Vote By Mail	0	3	1	0	1	0	19	0	0	634	26	0	0	2	24	0
Precinct 9415 - Election Day	0	0	0	1	0	1	10	0	0	154	12	0	0	0	12	0
Precinct 9415	0	3	1	1	1	1	29	0	0	788	38	0	0	2	36	0
Precinct 9416 - Vote By Mail	0	1	1	1	2	0	18	0	0	769	25	0	0	2	23	0
Precinct 9416 - Election Day	1	0	0	0	0	0	7	0	0	230	9	0	0	1	8	0
Precinct 9416	1	1	1	1	2	0	25	0	0	999	34	0	0	3	31	0
Precinct 9417 - Vote By Mail	0	1	0	0	0	0	23	0	0	629	30	0	0	6	24	0
Precinct 9417 - Election Day	0	0	0	0	0	0	3	0	0	145	5	0	0	1	4	1
Precinct 9417	0	1	0	0	0	0	26	0	0	774	35	0	0	7	28	1
Precinct 9418 - Vote By Mail	0	0	2	0	0	0	32	0	0	631	38	0	0	4	34	0
Precinct 9418 - Election Day	0	0	0	0	0	0	6	0	0	188	8	0	0	2	6	0
Precinct 9418	0	0	2	0	0	0	38	0	0	819	46	0	0	6	40	0
Precinct 9419 - Vote By Mail	1	2	3	3	1	0	35	0	0	736	49	0	0	4	45	0
Precinct 9419 - Election Day	0	0	0	0	0	0	16	0	0	173	17	0	0	1	16	0
Precinct 9419	1	2	3	3	1	0	51	0	0	909	66	0	0	5	61	0
Precinct 9421 - Vote By Mail	0	0	1	0	0	1	30	0	0	752	35	0	0	3	32	0
Precinct 9421 - Election Day	0	0	0	0	0	0	10	0	0	173	11	0	0	1	10	0
Precinct 9421	0	0	1	0	0	1	40	0	0	925	46	0	0	4	42	0
Precinct 9422 - Vote By Mail	0	3	2	0	0	0	35	0	0	831	43	0	0	3	40	0
Precinct 9422 - Election Day	0	2	1	0	0	0	11	0	0	270	18	0	0	4	14	0
Precinct 9422	0	5	3	0	0	0	46	0	0	1,101	61	0	0	7	54	0
Precinct 9423 - Vote By Mail	0	1	1	1	1	0	17	0	0	714	26	0	0	5	21	0
Precinct 9423 - Election Day	0	0	1	0	0	0	9	0	0	190	10	0	0	0	10	0
Precinct 9423	0	1	2	1	1	0	26	0	0	904	36	0	0	5	31	0
Precinct 9424 - Vote By Mail	0	1	4	1	0	0	28	0	0	799	36	0	0	2	34	0
Precinct 9424 - Election Day	0	0	0	0	0	0	13	0	0	210	13	0	0	0	13	0
Precinct 9424	0	1	4	1	0	0	41	0	0	1,009	49	0	0	2	47	0
